graph20_70_3.txt: 
Min Cuts: 29 
R Size | Number of Cuts
     4 |             6
     5 |             7
     6 |             6
     7 |             2
     8 |             1
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             3
    16 |             5
    17 |            13
    18 |             3
    19 |             0

graph20_70_713.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             9
    17 |            12
    18 |            29
    19 |             0

graph20_70_451.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             8
    17 |            22
    18 |            17
    19 |             0

graph20_70_135.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             7
    17 |            23
    18 |            21
    19 |             0

graph20_70_973.txt: 
Min Cuts: 69 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
